speaker,title,topic,year,month,link
Dieter F. Uchtdorf,In Praise of Those Who Save,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/in-praise-of-those-who-save?lang=eng
Dallin H. Oaks,Opposition in All Things,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/opposition-in-all-things?lang=eng
Henry B. Eyring,Trust in That Spirit Which Leadeth to Do Good,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/trust-in-that-spirit-which-leadeth-to-do-good?lang=eng
Cheryl A. Esplin,He Asks Us to Be His Hands,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/he-asks-us-to-be-his-hands?lang=eng
W. Christopher Waddell,A Pattern for Peace,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/a-pattern-for-peace?lang=eng
Gerrit W. Gong,Always Remember Him,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/always-remember-him?lang=eng
Dale G. Renlund,“That I Might Draw All Men unto Me”,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/that-i-might-draw-all-men-unto-me?lang=eng
Dieter F. Uchtdorf,He Will Place You on His Shoulders and Carry You Home,Jesus Christ,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/he-will-place-you-on-his-shoulders-and-carry-you-home?lang=eng
Dallin H. Oaks,Strengthened by the Atonement of Jesus Christ,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/strengthened-by-the-atonement-of-jesus-christ?lang=eng
Richard J. Maynes,The Joy of Living a Christ-Centered Life,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/the-joy-of-living-a-christ-centered-life?lang=eng
Von G. Keetch,Blessed and Happy Are Those Who Keep the Commandments of God,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/blessed-and-happy-are-those-who-keep-the-commandments-of-god?lang=eng
Thomas S. Monson,Keep the Commandments,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/keep-the-commandments?lang=eng
Carole M. Stephens,"“If Ye Love Me, Keep My Commandments”",Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/if-ye-love-me-keep-my-commandments?lang=eng
Vern P. Stanfill,Choose the Light,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/choose-the-light?lang=eng
Dale G. Renlund,Through God’s Eyes,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/through-gods-eyes?lang=eng
Gary E. Stevenson,Plain and Precious Truths,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/plain-and-precious-truths?lang=eng
Ronald A. Rasband,I Stand All Amazed,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/i-stand-all-amazed?lang=eng
Randall K. Bennett,Your Next Step,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/your-next-step?lang=eng
Thomas S. Monson,Be an Example and a Light,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/be-an-example-and-a-light?lang=eng
Jeffrey R. Holland,Behold Thy Mother,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/behold-thy-mother?lang=eng
Allen D. Haynie,Remembering in Whom We Have Trusted,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/remembering-in-whom-we-have-trusted?lang=eng
M. Russell Ballard,God Is at the Helm,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/god-is-at-the-helm?lang=eng
Claudio R. M. Costa,That They Do Always Remember Him,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/that-they-do-always-remember-him?lang=eng
Kim B. Clark,Eyes to See and Ears to Hear,Jesus Christ,10,2015,https://www.churchofjesuschrist.org/general-conference/2015/10/eyes-to-see-and-ears-to-hear?lang=eng
M. Russell Ballard,The Greatest Generation of Young Adults,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/the-greatest-generation-of-young-adults?lang=eng
Robert D. Hales,"Preserving Agency, Protecting Religious Freedom",Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/preserving-agency-protecting-religious-freedom?lang=eng
Jeffrey R. Holland,"Where Justice, Love, and Mercy Meet",Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/where-justice-love-and-mercy-meet?lang=eng
Dieter F. Uchtdorf,On Being Genuine,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/on-being-genuine?lang=eng
David A. Bednar,Therefore They Hushed Their Fears,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/therefore-they-hushed-their-fears?lang=eng
Henry B. Eyring,The Comforter,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/the-comforter?lang=eng
Neil L. Andersen,Thy Kingdom Come,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/thy-kingdom-come?lang=eng
José A. Teixeira,Seeking the Lord,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/seeking-the-lord?lang=eng
Brent H. Nielson,Waiting for the Prodigal,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/waiting-for-the-prodigal?lang=eng
Dieter F. Uchtdorf,The Gift of Grace,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/the-gift-of-grace?lang=eng
Kevin W. Pearson,Stay by the Tree,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/stay-by-the-tree?lang=eng
L. Whitney Clayton,Choose to Believe,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/choose-to-believe?lang=eng
Quentin L. Cook,The Lord Is My Light,Jesus Christ,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/the-lord-is-my-light?lang=eng
Dallin H. Oaks,Loving Others and Living with Differences,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/loving-others-and-living-with-differences?lang=eng
Cheryl A. Esplin,The Sacrament—a Renewal for the Soul,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/the-sacrament-a-renewal-for-the-soul?lang=eng
L. Tom Perry,Finding Lasting Peace and Building Eternal Families,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/finding-lasting-peace-and-building-eternal-families?lang=eng
Robert D. Hales,"Eternal Life—to Know Our Heavenly Father and His Son, Jesus Christ",Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/eternal-life-to-know-our-heavenly-father-and-his-son-jesus-christ?lang=eng
Hugo E. Martinez,Our Personal Ministries,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/our-personal-ministries?lang=eng
D. Todd Christofferson,"Free Forever, to Act for Themselves",Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/free-forever-to-act-for-themselves?lang=eng
Eduardo Gavarret,"Yes, Lord, I Will Follow Thee",Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/yes-lord-i-will-follow-thee?lang=eng
Chi Hong (Sam) Wong,Rescue in Unity,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/rescue-in-unity?lang=eng
Lynn G. Robbins,Which Way Do You Face?,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/which-way-do-you-face?lang=eng
James J. Hamula,The Sacrament and the Atonement,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/the-sacrament-and-the-atonement?lang=eng
Thomas S. Monson,Ponder the Path of Thy Feet,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/ponder-the-path-of-thy-feet?lang=eng
Dieter F. Uchtdorf,Receiving a Testimony of Light and Truth,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/receiving-a-testimony-of-light-and-truth?lang=eng
Boyd K. Packer,The Reason for Our Hope,Jesus Christ,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/the-reason-for-our-hope?lang=eng
Jeffrey R. Holland,The Cost—and Blessings—of Discipleship,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/the-cost-and-blessings-of-discipleship?lang=eng
Robert D. Hales,"“If Ye Love Me, Keep My Commandments”",Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/if-ye-love-me-keep-my-commandments?lang=eng
Claudio D. Zivic,Let’s Not Take the Wrong Way,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/lets-not-take-the-wrong-way?lang=eng
D. Todd Christofferson,The Resurrection of Jesus Christ,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/the-resurrection-of-jesus-christ?lang=eng
Russell M. Nelson,Let Your Faith Show,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/let-your-faith-show?lang=eng
David A. Bednar,Bear Up Their Burdens with Ease,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/bear-up-their-burdens-with-ease?lang=eng
Dieter F. Uchtdorf,Are You Sleeping through the Restoration?,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/are-you-sleeping-through-the-restoration?lang=eng
Richard G. Scott,“I Have Given You an Example”,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/i-have-given-you-an-example?lang=eng
Boyd K. Packer,The Witness,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/the-witness?lang=eng
Carlos H. Amado,Christ the Redeemer,Jesus Christ,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/christ-the-redeemer?lang=eng
Richard G. Scott,Personal Strength through the Atonement of Jesus Christ,Jesus Christ,10,2013,https://www.churchofjesuschrist.org/general-conference/2013/10/personal-strength-through-the-atonement-of-jesus-christ?lang=eng
Timothy J. Dyches,Wilt Thou Be Made Whole?,Jesus Christ,10,2013,https://www.churchofjesuschrist.org/general-conference/2013/10/wilt-thou-be-made-whole?lang=eng
Thomas S. Monson,Obedience Brings Blessings,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/obedience-brings-blessings?lang=eng
Bruce D. Porter,Beautiful Mornings,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/beautiful-mornings?lang=eng
Henry B. Eyring,“Come unto Me”,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/come-unto-me?lang=eng
Richard G. Scott,For Peace at Home,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/for-peace-at-home?lang=eng
Christoffel Golden Jr.,The Father and the Son,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/the-father-and-the-son?lang=eng
Dieter F. Uchtdorf,The Hope of God’s Light,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/the-hope-of-gods-light?lang=eng
D. Todd Christofferson,Redemption,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/redemption?lang=eng
Craig A. Cardon,The Savior Wants to Forgive,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/the-savior-wants-to-forgive?lang=eng
Robert D. Hales,Stand Strong in Holy Places,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/stand-strong-in-holy-places?lang=eng
Dallin H. Oaks,Followers of Christ,Jesus Christ,04,2013,https://www.churchofjesuschrist.org/general-conference/2013/04/followers-of-christ?lang=eng
Marcus B. Nash,By Faith All Things Are Fulfilled,Jesus Christ,10,2012,https://www.churchofjesuschrist.org/general-conference/2012/10/by-faith-all-things-are-fulfilled?lang=eng
Linda K. Burton,Is Faith in the Atonement of Jesus Christ Written in Our Hearts?,Jesus Christ,10,2012,https://www.churchofjesuschrist.org/general-conference/2012/10/is-faith-in-the-atonement-of-jesus-christ-written-in-our-hearts?lang=eng
Boyd K. Packer,The Atonement,Jesus Christ,10,2012,https://www.churchofjesuschrist.org/general-conference/2012/10/the-atonement?lang=eng
Linda S. Reeves,The Lord Has Not Forgotten You,Jesus Christ,10,2012,https://www.churchofjesuschrist.org/general-conference/2012/10/the-lord-has-not-forgotten-you?lang=eng
Shayne M. Bowen,"“Because I Live, Ye Shall Live Also”",Jesus Christ,10,2012,https://www.churchofjesuschrist.org/general-conference/2012/10/because-i-live-ye-shall-live-also?lang=eng
Russell M. Nelson,Ask the Missionaries! They Can Help You!,Jesus Christ,10,2012,https://www.churchofjesuschrist.org/general-conference/2012/10/ask-the-missionaries-they-can-help-you?lang=eng
Neil L. Andersen,What Thinks Christ of Me?,Jesus Christ,04,2012,https://www.churchofjesuschrist.org/general-conference/2012/04/what-thinks-christ-of-me?lang=eng
D. Todd Christofferson,The Doctrine of Christ,Jesus Christ,04,2012,https://www.churchofjesuschrist.org/general-conference/2012/04/the-doctrine-of-christ?lang=eng
Russell M. Nelson,Thanks Be to God,Jesus Christ,04,2012,https://www.churchofjesuschrist.org/general-conference/2012/04/thanks-be-to-god?lang=eng
Thomas S. Monson,The Race of Life,Jesus Christ,04,2012,https://www.churchofjesuschrist.org/general-conference/2012/04/the-race-of-life?lang=eng
Jeffrey R. Holland,The Laborers in the Vineyard,Jesus Christ,04,2012,https://www.churchofjesuschrist.org/general-conference/2012/04/the-laborers-in-the-vineyard?lang=eng
Henry B. Eyring,Mountains to Climb,Jesus Christ,04,2012,https://www.churchofjesuschrist.org/general-conference/2012/04/mountains-to-climb?lang=eng
M. Russell Ballard,The Importance of a Name,Jesus Christ,10,2011,https://www.churchofjesuschrist.org/general-conference/2011/10/the-importance-of-a-name?lang=eng
L. Tom Perry,Perfect Love Casteth Out Fear,Jesus Christ,10,2011,https://www.churchofjesuschrist.org/general-conference/2011/10/perfect-love-casteth-out-fear?lang=eng
Dallin H. Oaks,Teachings of Jesus,Jesus Christ,10,2011,https://www.churchofjesuschrist.org/general-conference/2011/10/teachings-of-jesus?lang=eng
J. Devn Cornish,The Privilege of Prayer,Jesus Christ,10,2011,https://www.churchofjesuschrist.org/general-conference/2011/10/the-privilege-of-prayer?lang=eng
LeGrand R. Curtis Jr.,Redemption,Jesus Christ,10,2011,https://www.churchofjesuschrist.org/general-conference/2011/10/redemption?lang=eng
Paul V. Johnson,More Than Conquerors through Him That Loved Us,Jesus Christ,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/more-than-conquerors-through-him-that-loved-us?lang=eng
Lynn G. Robbins,What Manner of Men and Women Ought Ye to Be?,Jesus Christ,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/what-manner-of-men-and-women-ought-ye-to-be?lang=eng
Kent F. Richards,The Atonement Covers All Pain,Jesus Christ,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/the-atonement-covers-all-pain?lang=eng
Walter F. González,Followers of Christ,Jesus Christ,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/followers-of-christ?lang=eng
C. Scott Grow,The Miracle of the Atonement,Jesus Christ,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/the-miracle-of-the-atonement?lang=eng
